density,defector_frac,neighbourhood_count,activation_rate,H_tail_mean,H_tail_std,morans_I_mean,morans_I_std,nb_variance_mean,nb_variance_std,steps_mean,n_seeds
0.05,0.1111,91,0.5556,0.9451200254613996,0.042114384541081004,0.7999786783447169,0.1382432175319001,0.8501719515509054,0.08101170295430583,403.9,10
0.05,0.1111,91,0.6667,0.9514758451181731,0.037276672180933466,0.8059987842153846,0.10236815658064406,0.8893779318501508,0.06513111473925053,413.8,10
0.05,0.1111,91,0.7778,0.9533640062453186,0.034195731422477026,0.7953793174484086,0.14068156032737322,0.8716615024797039,0.08394385206853557,406.6,10
0.05,0.1111,91,0.8889,0.9504343959723232,0.030459977286493068,0.776198190868146,0.14965842810545582,0.8921263254479012,0.09278189668371667,408.6,10
0.05,0.1111,91,1.0,0.9465342021553738,0.031460923870018996,0.8002430051664973,0.08045289137666002,0.8714581479597742,0.07927487751688744,391.2,10
0.05,0.1111,113,0.0,0.6058318730016593,0.04850981921755085,0.06201097170657408,0.14854958125799145,0.6990559579284177,0.07745088427130979,150.0,10
0.05,0.1111,113,0.1111,0.9556383578924104,0.02273357756846032,0.8307309346280135,0.11446398684112671,0.8638912905023226,0.08514031655915867,470.8,10
0.05,0.1111,113,0.2222,0.9502283464572654,0.024563560776321106,0.8173871801449681,0.12217183705519681,0.8639025765865245,0.07593508529010748,441.2,10
0.05,0.1111,113,0.3333,0.956968876765664,0.02043234306689731,0.8497314140291958,0.14085271357477047,0.8763416421017716,0.08054200171161872,419.4,10
0.05,0.1111,113,0.4444,0.9518868883140283,0.02367257325836818,0.7626240961424875,0.15302864977668987,0.9107028598647167,0.10056298867101388,375.0,10
0.05,0.1111,113,0.5556,0.9506225598279903,0.03204472585714237,0.79045643335854,0.11209281506620518,0.8778445426325565,0.11264208920797607,418.6,10
0.05,0.1111,113,0.6667,0.952755631804154,0.030070637573776524,0.7915289736920986,0.10885624902700551,0.8907520948676704,0.07116616333252382,409.6,10
0.05,0.1111,113,0.7778,0.9471595657766727,0.026473422220312664,0.8334203221622793,0.12326964538398984,0.8548322080025728,0.07221797818064665,401.1,10
0.05,0.1111,113,0.8889,0.9480949520143245,0.020949864718287112,0.8442525309586071,0.08643861249293742,0.8182391415719514,0.08613186067414601,432.9,10
